shipped_as_read,total_may_be_the_error,score,column,engine,volume,year,group,article,country,unit,reads,should_be,q_read,v_read,q_fixed,v_fixed,delta,digit,n_members,printed_total,other_engine_agrees,price_improves,price_before,price_after,block_rate,candidates_in_block,unique,strong
False,False,6,v,chandra,as_1898,1894,"CHINA, OR PORCELAIN, AND EARTHENWARE",,Hong Kong,,1290,1296,495,1290,495,1296,6,0->6,3,3715,True,True,2.61,2.62,6.74,2,False,False
False,True,6,q,chandra,as_1899,1896,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,"Madder, Madder Root, Garancine, and Munjeet",Holland,Cwts,3700,3706,3700,5718,3706,5718,6,0->6,4,5217,True,True,1.55,1.54,1.39,3,False,False
False,False,6,v,infinity,as_1894,1894,"HIDES, Raw, and Pieces thereof",Dry,Russia,Cwts,31359,31353,6158,31359,6158,31353,-6,9->3,20,303585,True,True,5.09,5.09,2.47,11,False,False
False,True,6,v,infinity,as_1894,1894,PAPER,Other Materials,Germany,Tons,39060,39066,5371,39060,5371,39066,6,0->6,10,216756,True,True,7.27,7.27,7.95,5,False,False
False,False,6,v,infinity,as_1898,1897,LEATHER,Bones for Manure (whether burnt or not),Channel Islands,Tons,300,306,103,300,103,306,6,0->6,8,133461,True,True,2.91,2.97,4.0,4,False,False
False,False,6,v,infinity,as_1899,1895,ALKALI,Sheep and Lambs,Other Foreign Countries,Number,940,946,624,940,624,946,6,0->6,6,1389151,True,True,1.51,1.52,1.64,2,False,False
False,False,6,v,infinity,as_1899,1897,MALT,Bones for Manure (whether burnt or not),British East Indies : Bombay,Tons,88180,88186,23315,88180,23315,88186,6,0->6,8,133461,True,True,3.78,3.78,4.0,4,False,False
False,True,6,v,chandra,as_1882,1882,"SAUCES or CONDIMENTS, Unenumerated",,China,Lbs,10803,10808,1301670,10803,1301670,10808,5,3->8,5,30979,True,True,0.01,0.01,0.03,2,False,False
False,True,6,v,chandra,as_1888,1888,Meal and Flour,"Meal, unenumerated",Belgium,Cwts,21458,21453,75622,21458,75622,21453,-5,8->3,8,151621,True,True,0.28,0.28,0.27,4,False,False
False,True,6,q,chandra,as_1888,1888,NUTS AND KERNELS,Commonly used for expressing oil therefrom,The Gold Coast (including Lagos),Tons,13388,13383,13388,134344,13383,134344,-5,8->3,6,36010,True,True,10.03,10.04,13.2,10,False,False
False,False,6,v,chandra,as_1890,1890,SEEDS,"Unenumerated, for expressing oil therefrom",Holland,Quarters,24638,24633,8717,24638,8717,24633,-5,8->3,9,86805,True,True,2.83,2.83,1.92,4,False,False
False,False,6,q,chandra,as_1894,1894,COPPER,"Unwrought, in bars, blocks or slabs, cakes or ingots",Germany,Tons,573,578,573,23810,578,23810,5,3->8,9,49793,True,True,41.55,41.19,40.86,6,False,False
False,True,6,q,chandra,as_1894,1894,IRON and STEEL,"Iron and Steel, Unwrought",United States of America,Tons,148,143,148,1034,143,1034,-5,8->3,8,8573,True,True,6.99,7.23,8.6,2,False,False
False,False,6,q,chandra,as_1896,1896,SKINS and FURS,"Goat, Undressed",Aden,Number,616028,616023,616028,39284,616023,39284,-5,8->3,8,4987035,True,True,0.06,0.06,0.07,3,False,False
False,False,6,q,chandra,as_1898,1896,FISH (including Turtle),"Apples, Raw",Italy,Bushels,603,608,603,216,608,216,5,3->8,10,3362653,True,True,0.36,0.36,0.27,4,False,False
False,True,6,q,chandra,as_1898,1898,"SILVER, Ore of, or Ore of which the greater part in Value is Silver","Skins, Unenumerated, undressed",Canada,Number,83,88,83,30,88,30,5,3->8,9,159137,True,True,0.36,0.34,0.1,8,False,False
False,False,6,v,chandra,as_1898,1894,WOOD AND TIMBER,"Hewn, Fir",Spain,Loads,35623,35628,47853,35623,47853,35628,5,3->8,10,2494191,True,True,0.74,0.74,1.3,4,False,False
False,True,6,v,chandra,as_1898,1895,WOOLLEN YARN,Stuffs,United States of America,,1723,1728,38010,1723,38010,1728,5,3->8,6,6473945,True,True,0.05,0.05,0.08,4,False,False
False,True,6,q,chandra,as_1898,1898,COFFEE,"Kiln Dried, Roasted, or Ground",France,Lbs,1503,1508,1503,112,1508,112,5,3->8,6,16398,True,True,0.07,0.07,0.05,4,False,False
False,False,6,q,chandra,as_1899,1898,"ANIMALS, LIVING",Stallions,Other Foreign Countries,,18,13,18,380,13,380,-5,8->3,8,665,True,True,21.11,29.23,65.57,3,False,False
False,True,6,q,chandra,as_1899,1897,"HORNS, tips and pieces of Horns and Hoofs",Eastern Coast of Africa,British East Indies : Burmah,,103,108,103,3605,108,3605,5,3->8,15,3415,True,True,35.0,33.38,31.07,6,False,False
False,True,6,v,chandra,as_1899,1896,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",British East Indies : Madras,Tons,27793,27798,3481,27793,3481,27798,5,3->8,7,91289,True,True,7.98,7.99,8.41,2,False,False
False,False,6,q,chandra,as_1899,1895,Cotton,Flax or Linseed,Belgium,Quarters,923,928,923,2603,928,2603,5,3->8,15,1389062,True,True,2.82,2.8,1.75,10,False,False
False,True,6,q,chandra,as_1899,1897,Cotton,Tares and Lentils,France,Bushels,4073,4078,4073,1110,4078,1110,5,3->8,10,240547,True,True,0.27,0.27,0.22,5,False,False
False,True,6,q,chandra,as_1899,1895,WOOD AND TIMBER,"Hewn, Unenumerated",France,Loads,173,178,173,928,178,928,5,3->8,7,45089,True,True,5.36,5.21,1.71,3,False,False
False,False,6,q,infinity,as_1875,1875,WOOL,"Alpaca, Llama, and Vicuna",Peru,Lbs,3610058,3610053,3610058,472761,3610053,472761,-5,8->3,4,4162308,True,True,0.13,0.13,0.14,3,False,False
False,False,6,q,infinity,as_1880,1880,FEATHERS,Ornamental,British East Indies,Lbs,20288,20283,20288,22164,20283,22164,-5,8->3,10,323896,True,True,1.09,1.09,2.9,5,False,False
False,False,6,v,infinity,as_1882,1882,Corn and Grain,Oats,British North America,Cwts,67318,67313,184754,67318,184754,67313,-5,8->3,7,4601176,True,True,0.36,0.36,0.36,3,False,False
False,True,6,q,infinity,as_1884,1884,TIN,Ore of,Germany,Tons,78,73,78,1768,73,1768,-5,8->3,6,1091,True,True,22.67,24.22,41.71,3,False,False
False,True,6,v,infinity,as_1887,1887,"LEATHER, Undressed",Dressed,Germany,,220258,220253,1125076,220258,1125076,220253,-5,8->3,7,2077531,True,True,0.2,0.2,0.14,4,False,False
False,True,6,q,infinity,as_1888,1888,Bark,Indigo,United States of America,Cwts,128,123,128,2270,123,2270,-5,8->3,10,8712,True,True,17.73,18.46,23.16,6,False,False
False,False,6,v,infinity,as_1888,1888,SILK,Unenumerated : Undressed,Other British Possessions,,168,163,847,168,847,163,-5,8->3,3,86239,True,True,0.2,0.19,0.13,2,False,False
False,False,6,v,infinity,as_1888,1888,SILK,Furs,British East Indies,,958,953,1494,958,1494,953,-5,8->3,6,461447,True,True,0.64,0.64,0.17,3,False,False
False,True,6,q,infinity,as_1889,1889,IRON,"Old Broken, and Old Cast Iron and Steel",Holland,Tons,3058,3053,3058,8053,3053,8053,-5,8->3,8,21330,True,True,2.63,2.64,3.0,5,False,False
False,True,6,v,infinity,as_1890,1890,IRON,Unenumerated,Italy,,1268,1263,584,1268,584,1263,-5,8->3,12,2668330,True,True,2.17,2.16,1.64,8,False,False
False,True,6,q,infinity,as_1890,1890,"RAGS, and other MATERIALS for MAKING PAPER","Other Materials, and Pulp of Rags",Russia,Tons,248,243,248,1781,243,1781,-5,8->3,10,46911,True,True,7.18,7.33,7.67,8,False,False
False,False,6,v,infinity,as_1890,1890,SUGAR,"Other Sorts, including Candy",Belgium,,77818,77813,82878,77818,82878,77813,-5,8->3,8,6365549,True,True,0.94,0.94,0.82,3,False,False
False,True,6,q,infinity,as_1892,1892,SUGAR,Unrefined : Total of,Germany,Cwts,6707318,6707313,6707318,4402970,6707313,4402970,-5,8->3,23,13605794,True,True,0.66,0.66,0.67,11,False,False
False,False,6,v,infinity,as_1893,1893,CHEESE,,France,Cwts,181768,181763,58346,181768,58346,181763,-5,8->3,6,2488629,True,True,3.12,3.12,2.52,6,False,False
False,True,6,v,infinity,as_1893,1893,HONEY,,Other British Possessions,,28,23,9,28,9,23,-5,8->3,7,4264,True,True,3.11,2.56,2.09,7,False,False
False,True,6,v,infinity,as_1895,1895,FRUIT,Apples. Raw,Canada,Bushels,278153,278158,1006595,278153,1006595,278158,5,3->8,6,365729,True,True,0.28,0.28,0.49,5,False,False
False,True,6,q,infinity,as_1896,1896,METAL,"Leaf, not Gold",Germany,Packets,107723,107728,107723,10327,107728,10327,5,3->8,3,180985,True,True,0.1,0.1,0.09,3,False,False
False,False,6,q,infinity,as_1897,1894,WOOL,"Other kinds, and Flocks",Germany,Lbs,297663,297668,297663,8955,297668,8955,5,3->8,7,1836694,True,True,0.03,0.03,0.03,2,False,False
False,True,6,v,infinity,as_1897,1896,WOOLLEN YARN,"For Fancy Purposes, including Berlin Wool and Zephyr Yarn",France,Lbs,3,8,70,3,70,8,5,3->8,5,220849,True,True,0.04,0.11,0.14,2,False,False
False,False,6,v,infinity,as_1897,1894,"CARDS, PLAYING",Rum,Natal,Proof Gallons,2963,2968,69053,2963,69053,2968,5,3->8,8,327610,True,True,0.04,0.04,0.05,4,False,False
False,True,6,q,infinity,as_1898,1894,"ANIMALS, LIVING","Swords, Cutlasses, Matchets, Bayonets",United States of America,Cwts,93,98,93,1500,98,1500,5,3->8,6,2389,True,True,16.13,15.31,5.58,3,False,False
False,False,6,q,infinity,as_1899,1899,CHEESE,,Other Foreign Countries,Cwts,208,203,208,472,203,472,-5,8->3,8,1013015,True,True,2.27,2.33,2.34,3,False,False
False,True,6,v,infinity,as_1899,1898,Bark,Sumach,Austrian Territories,Tons,2383,2388,255,2383,255,2388,5,3->8,4,114258,True,True,9.35,9.36,9.83,3,False,False
False,True,6,q,chandra,as_1875,1875,WOOD and TIMBER,"Hewn, Fir",Germany,,186601,186604,186601,503947,186604,503947,3,1->4,8,1508357,True,True,2.7,2.7,2.19,5,False,False
False,True,6,q,chandra,as_1876,1876,COTTON MANUFACTURES,Other than Muslins,Other Countries,Pieces,3025,3028,3025,2212,3028,2212,3,5->8,6,1421046,True,True,0.73,0.73,0.38,5,False,False
False,True,6,q,chandra,as_1883,1883,"HEMP, Dressed or Undressed",Tow or Codilla of,Austrian Territories,Cwts,481,484,481,761,484,761,3,1->4,8,98883,True,True,1.58,1.57,1.0,7,False,False
False,False,6,v,chandra,as_1896,1896,DYE WOODS,Logwood,British West India Islands,Tons,136205,136208,23970,136205,23970,136208,3,5->8,3,308740,True,True,5.68,5.68,5.92,2,False,False
False,True,6,q,chandra,as_1897,1893,SLATES,Dutch Possessions in Indian Seas,Other British Possessions,Tons,65,68,65,434,68,434,3,5->8,3,250763,True,True,6.68,6.38,3.02,2,False,False
False,True,6,q,chandra,as_1898,1895,"COPPER, ORE OF",Valonia,Austrian Territories,Tons,51,54,51,610,54,610,3,1->4,5,35605,True,True,11.96,11.3,11.53,3,False,False
False,False,6,q,chandra,as_1899,1897,"ANIMALS, LIVING",Geldings,Holland,Number,721,724,721,23415,724,23415,3,1->4,9,21932,True,True,32.48,32.34,29.07,6,False,False
False,True,6,v,chandra,as_1899,1895,FRUIT,"Unenumerated, Raw",United States of America,Bushels,11235,11238,29231,11235,29231,11238,3,5->8,12,500556,True,True,0.38,0.38,0.42,10,False,False
False,True,6,v,infinity,as_1873,1873,POTATOES,,Belgium,Cwts,613721,613724,2164579,613721,2164579,613724,3,1->4,6,2120154,True,True,0.28,0.28,0.32,4,False,False
False,False,6,v,infinity,as_1875,1875,FEATHERS,Fresh (not of British taking),Holland,Cwts,134961,134964,195553,134961,195553,134964,3,1->4,5,218031,True,True,0.69,0.69,1.58,3,False,False
False,True,6,q,infinity,as_1875,1875,IRON,Old broken Iron and Steel,Belgium,Tons,1721,1724,1721,17846,1724,17846,3,1->4,7,19394,True,True,10.37,10.35,4.85,5,False,False
False,False,6,v,infinity,as_1880,1880,COPPER,Ore,Italy,Tons,89515,89518,12593,89515,12593,89518,3,5->8,15,941121,True,True,7.11,7.11,10.39,9,False,False
False,True,6,v,infinity,as_1883,1883,FRUIT,GALLS,Turkey,Cwts,23385,23388,9056,23385,9056,23388,3,5->8,8,108945,True,True,2.58,2.58,2.63,8,False,False
False,False,6,q,infinity,as_1883,1883,SPICES,Ginger,Other Countries,Cwts,175,178,175,540,178,540,3,5->8,9,38112,True,True,3.09,3.03,2.76,8,False,False
False,True,6,q,infinity,as_1883,1883,WHALEBONE (Whalefin),,United States of America,Cwts,355,358,355,22110,358,22110,3,5->8,10,2734,True,True,62.28,61.76,24.04,6,False,False
False,False,6,v,infinity,as_1885,1885,COTTON,Yarn,Belgium,Lbs,7401,7404,133153,7401,133153,7404,3,1->4,5,491920,True,True,0.06,0.06,0.06,4,False,False
False,False,6,v,infinity,as_1885,1885,OIL,"Train, or Blubber",British East Indies,Tuns,6925,6928,379,6925,379,6928,3,5->8,5,170661,True,True,18.27,18.28,24.83,4,False,False
False,True,6,v,infinity,as_1887,1887,SEEDS'd),"Unenumerated, other sorts",Russia,Cwts,7001,7004,52311,7001,52311,7004,3,1->4,13,195389,True,True,0.13,0.13,0.63,8,False,False
False,True,6,q,infinity,as_1889,1889,CANDLES OF ALL SORTS,,Other Foreign Countries,Cwts,115,118,115,328,118,328,3,5->8,6,45865,True,True,2.85,2.78,2.29,4,False,False
False,True,6,q,infinity,as_1891,1891,"HIDES, Raw, and Pieces thereof",Wet,British North America,Cwts,501,504,501,1992,504,1992,3,1->4,9,74646,True,True,3.98,3.95,1.92,5,False,False
False,True,6,v,infinity,as_1891,1891,PITCH,,Germany,,3801,3804,13726,3801,13726,3804,3,1->4,6,31725,True,True,0.28,0.28,0.37,6,False,False
False,False,6,q,infinity,as_1892,1892,LEAD,Pig or Sheet,Belgium,Tons,1625,1628,1625,19590,1628,19590,3,5->8,12,128660,True,True,12.06,12.03,11.0,10,False,False
False,True,6,q,infinity,as_1892,1892,WAX,,United States of America,,2261,2264,2261,14658,2264,14658,3,1->4,11,24127,True,True,6.48,6.47,5.33,7,False,False
False,False,6,q,infinity,as_1893,1893,Corn and Grain,Wheat Meal or Flour,Italy,Cwts,10651,10654,10651,5415,10654,5415,3,1->4,8,19293391,True,True,0.51,0.51,0.49,7,False,False
False,True,6,v,infinity,as_1894,1894,"COPPER, Ore of",Regulus and Precipitate,Italy,Tons,6401,6404,366,6401,366,6404,3,1->4,11,1599826,True,True,17.49,17.5,23.45,10,False,False
False,True,6,v,infinity,as_1894,1894,"CARDS, PLAYING",Total of all Kinds,Germany,Gallons,50091,50094,395075,50091,395075,50094,3,1->4,12,4935716,True,True,0.13,0.13,0.24,9,False,False
False,False,6,v,infinity,as_1894,1894,SPICES,Unenumerated,Other Foreign Countries,Lbs,3351,3354,271113,3351,271113,3354,3,1->4,4,44930,True,True,0.01,0.01,0.02,4,False,False
False,False,6,q,infinity,as_1896,1896,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Cutch and Gambier,Ceylon,Tons,71,74,71,2158,74,2158,3,1->4,6,26191,True,True,30.39,29.16,25.56,4,False,False
False,False,6,v,infinity,as_1896,1896,WOOLLEN MANUFACTURES,Cloths,France,Yards,2041,2044,21830,2041,21830,2044,3,1->4,6,953440,True,True,0.09,0.09,0.16,6,False,False
False,True,6,q,infinity,as_1897,1893,"CARDS, PLAYING",,Other Foreign Countries,Dozen Packs,225,228,225,46,228,46,3,5->8,3,20046,True,True,0.2,0.2,0.15,2,False,False
False,True,6,v,infinity,as_1897,1895,"CARDS, PLAYING","Kiln Dried, Roasted, or Ground",Holland,Lbs,31,34,731,31,731,34,3,1->4,6,814,True,True,0.04,0.05,0.05,6,False,False
False,False,6,q,infinity,as_1897,1896,"CARDS, PLAYING","Kiln Dried, Roasted, or Ground",France,Lbs,2335,2338,2335,191,2338,191,3,5->8,6,13452,True,True,0.08,0.08,0.06,5,False,False
False,True,6,q,infinity,as_1898,1896,BEEF,Fresh,United States of America,Cwts,2074641,2074644,2074641,4216247,2074644,4216247,3,1->4,5,2126813,True,True,2.03,2.03,1.96,4,False,False
False,True,6,q,infinity,as_1898,1894,HATS OR BONNETS,Eastern Coast of Africa,British East Indies : Madras,,165,168,165,11087,168,11087,3,5->8,16,2873,True,True,67.19,65.99,34.47,11,False,False
False,False,6,q,infinity,as_1898,1896,ZINC,Ore of,Holland,Tons,701,704,701,4747,704,4747,3,1->4,10,20151,True,True,6.77,6.74,5.75,5,False,False
False,True,6,q,infinity,as_1899,1896,FLAX,Dressed or undressed,Belgium,Tons,14831,14834,14831,993769,14834,993769,3,1->4,9,75917,True,True,67.01,66.99,31.78,7,False,False
False,True,6,q,infinity,as_1899,1898,Beef,Other Sorts,Russia,Cwts,1191,1194,1191,4708,1194,4708,3,1->4,10,134778,True,True,3.95,3.94,3.76,13,False,False
False,False,6,v,infinity,as_1899,1899,Cotton,"Knubs or Husks of Silk, and Waste","Turkey, European",Cwts,2261,2264,261,2261,261,2264,3,1->4,11,400950,True,True,8.66,8.67,8.91,7,False,False
False,False,6,v,infinity,as_1899,1895,SUGAR,"Glucose, Solid or Liquid",United States of America,Cwts,557691,557694,1228507,557691,1228507,557694,3,1->4,5,605780,True,True,0.45,0.45,0.49,4,False,False
False,True,6,v,infinity,as_1899,1899,"CARDS, PLAYING","Kiln Dried, Roasted, or Ground",Germany,Lbs,431,434,11313,431,11313,434,3,1->4,6,938,True,True,0.04,0.04,0.05,4,False,False
False,True,6,q,chandra,as_1878,1878,PORK,Salted (not Hams),Denmark,Cwts,21096,21098,21096,51737,21098,51737,2,6->8,5,370515,True,True,2.45,2.45,1.62,4,False,False
False,True,6,q,chandra,as_1880,1880,Corn and Grain,Beans,Turkey,Cwts,302768,302766,302768,97405,302766,97405,-2,8->6,8,2577133,True,True,0.32,0.32,0.43,8,False,False
False,True,6,v,chandra,as_1883,1883,Cotton,"Unenumerated, other Sorts",Persia,Cwts,1306,1308,3491,1306,3491,1308,2,6->8,21,354329,True,True,0.37,0.37,0.47,19,False,False
False,True,6,q,chandra,as_1884,1884,"CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated",,British East Indies,Cwts,176,178,176,1319,178,1319,2,6->8,11,143556,True,True,7.49,7.41,4.98,10,False,False
False,True,6,v,chandra,as_1894,1894,SUGAR,"Unrefined, Total of",British East Indies : Madras,Cwts,472186,472188,1089619,472186,1089619,472188,2,6->8,11,2072545,True,True,0.43,0.43,0.63,8,False,False
False,True,6,q,infinity,as_1883,1883,ANIMALS LIVING,Cows,Channel Islands,Number,2226,2228,2226,56093,2228,56093,2,6->8,8,60032,True,True,25.2,25.18,20.0,7,False,False
False,True,6,q,infinity,as_1888,1888,OIL,Olive,Belgium,Tuns,68,66,68,2130,66,2130,-2,8->6,11,18527,True,True,31.32,32.27,34.47,9,False,False
False,True,6,v,infinity,as_1897,1896,Cotton,"Thrown, Dyed, or not Dyed",Other Foreign Countries,Lbs,396,398,950,396,950,398,2,6->8,4,430709,True,True,0.42,0.42,0.8,4,False,False
False,True,6,q,infinity,as_1899,1899,LEAD,Ore of,China,Tons,816,818,816,7516,818,7516,2,6->8,11,6118,True,True,9.21,9.19,9.12,10,False,False
False,False,6,q,infinity,as_1899,1895,SUGAR,"Hewn, Unenumerated",Sweden,Loads,9168,9166,9168,12138,9166,12138,-2,8->6,7,45089,True,True,1.32,1.32,1.71,7,False,False
False,True,6,q,chandra,as_1894,1894,"MEAT, Unenumerated",Mutton,United States of America,Cwts,3625,3626,3625,7684,3626,7684,1,5->6,3,5051,True,True,2.12,2.12,1.85,3,False,False
False,True,6,q,chandra,as_1897,1896,SHELLS of all kinds,Raw,Asiatic,,3445,3446,3445,2605,3446,2605,1,5->6,8,1358108,True,True,0.76,0.76,0.74,8,False,False
False,True,6,q,chandra,as_1898,1897,WINE,In Casks,Madeira,,124322,124323,124322,37470,124323,37470,1,2->3,14,13740978,True,True,0.3,0.3,0.18,14,False,False
False,False,6,q,infinity,as_1890,1890,PLUMBAGO,,Italy,Tons,176,175,176,1019,175,1019,-1,6->5,5,4109,True,True,5.79,5.82,10.46,5,False,False
False,True,6,q,infinity,as_1890,1890,"SKINS, FURS, AND PELTS","Goat, Undressed",Other Foreign Countries,,38046,38045,38046,2732,38045,2732,-1,6->5,19,3937635,True,True,0.07,0.07,0.1,15,False,False
False,True,6,v,infinity,as_1890,1890,SUGAR,"Unrefined : Cane, and Other Sorts",Madagascar,Cwts,4842,4843,6868,4842,6868,4843,1,2->3,18,2240124,True,True,0.71,0.71,0.73,15,False,False
False,True,6,q,infinity,as_1891,1891,PAPER,Hangings,Germany,,356,355,356,1097,355,1097,-1,6->5,6,8135,True,True,3.08,3.09,4.18,6,False,False
False,True,6,v,infinity,as_1892,1892,"SKINS, FURS, and PELTS",Seal,Newfoundland,,92105,92106,400552,92105,400552,92106,1,5->6,4,222601,True,True,0.23,0.23,1.44,4,False,False
False,True,6,v,infinity,as_1893,1893,TOBACCO,Cigars,Brazil,Lbs,1916,1915,3550,1916,3550,1915,-1,6->5,12,765357,True,True,0.54,0.54,0.39,11,False,False
False,True,6,q,infinity,as_1893,1893,"COPPER, Ore of",,Italy,,7076,7075,7076,30522,7075,30522,-1,6->5,15,52093,True,True,4.31,4.31,10.73,14,False,False
False,True,6,v,infinity,as_1894,1894,IRON and STEEL,"Girders, Beams and Pillars",Belgium,Tons,321026,321025,51548,321026,51548,321025,-1,6->5,4,428230,True,True,6.23,6.23,6.01,4,False,False
False,True,6,q,infinity,as_1894,1894,"ONIONS, Raw",,Germany,,227176,227175,227176,31758,227175,31758,-1,6->5,10,5233847,True,True,0.14,0.14,0.21,8,False,False
False,True,6,v,infinity,as_1896,1896,Cotton,,Other Foreign Countries,Tons,1655,1656,389,1655,389,1656,1,5->6,9,1728253,True,True,4.25,4.26,4.39,8,False,False
False,True,6,v,infinity,as_1897,1893,"CARDS, PLAYING",Unmanufactured,Australasia,Lbs,162,161,5832,162,5832,161,-1,2->1,5,2313,True,True,0.03,0.03,0.03,5,False,False
False,True,6,q,infinity,as_1899,1895,ZINC,"Crude, in cakes",Australasia : New Zealand,Tons,76,75,76,793,75,793,-1,6->5,7,398,True,True,10.43,10.57,10.78,7,False,False
False,True,6,v,infinity,as_1899,1898,"CARDS, PLAYING","Kiln Dried, Roasted, or Ground",Holland,Lbs,65,66,1460,65,1460,66,1,5->6,6,774,True,True,0.04,0.05,0.05,6,False,False
False,False,5,q,infinity,as_1895,1895,Cotton,"Garden, unenumerated",France,Lbs,2095347,2995347,2095347,84443,2995347,84443,900000,0->9,9,4337076,True,False,0.04,0.03,0.04,1,True,False
