commodity,year,t1_value,origin_value,v_ratio,v_bucket,t1_qty,origin_qty,q_ratio,q_bucket,unit,n_origins,split
Wool — Sheep Or Lambs',1896,24958346,45458843,1.8214,over,713575173,1271467856,1.7818,over,Lb,57,
Wool — Sheep Or Lambs',1883,24865638,43077426,1.7324,over,494428802,842386914,1.7038,over,Lb,42,
Wheat,1892,24857902,0,0.0,nodata,64901799,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1894,24791160,50026859,2.0179,over,799559262,1390407293,1.739,over,Lb,48,
Wool — Sheep Or Lambs',1882,24745493,24745493,1.0,exact01,484930324,484930324,1.0,exact01,Lb,20,
Wool — Sheep Or Lambs',1893,24438898,49955879,2.0441,over,672763274,1352501161,2.0104,over,Lb,46,
Wool — Sheep Or Lambs',1897,24436871,29588406,1.2108,over,735627420,1423913892,1.9356,over,Lb,56,
Wool — Sheep Or Lambs',1887,24238759,45359134,1.8713,over,573180904,1059285959,1.8481,over,Lb,36,
Wool — Sheep Or Lambs',1877,24203137,24183147,0.9992,exact01,406369953,406376933,1.0,exact01,Lb,23,
Corn And Grain — Wheat,1885,24085913,26233179,1.0892,over,61498864,66718209,1.0849,over,Cwt,26,
Corn And Grain — Other Kinds Of Corn And Grain,1876,23750513,0,0.0,nodata,67336243,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1899,23714771,62305290,2.6273,over,663351817,1172973281,1.7683,over,Lb,70,
Wool — Sheep Or Lambs',1898,23586901,50810084,2.1542,over,694701454,1346271884,1.9379,over,Lb,74,
Corn And Grain — Wheat,1890,23583844,18331933,0.7773,under,60474180,46358428,0.7666,under,Cwt,22,
Wheat,1897,23363503,0,0.0,nodata,62740180,0,0.0,nodata,Cwt,0,
Wheat,1900,23345929,0,0.0,nodata,68669490,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1883,23329559,0,0.0,nodata,69083781,0,0.0,nodata,Cwt,0,
Corn And Grain — Wheat,1871,23318883,0,0.0,nodata,39389803,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1879,23282753,23282423,1.0,exact01,412784316,412784316,1.0,exact01,Lb,20,
Wool — Sheep Or Lambs',1876,23214554,23244486,1.0013,within5,386568323,384568923,0.9948,within5,Lb,26,
Corn And Grain — Wheat,1876,23178011,23178011,1.0,exact01,44454657,44554637,1.0022,within5,Cwt,18,
Corn And Grain — Other Kinds Of Corn And Grain,1880,23096831,0,0.0,nodata,67638008,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1875,22885543,22885543,1.0,exact01,360903270,360903270,1.0,exact01,Lb,27,
"Wool — Goats' Wool, Mohair",1897,22880450,989649,0.0433,under,22880450,0,0.0,nodata,Lb,10,
Wool — Sheep Or Lambs',1878,22786563,22786563,1.0,exact01,395474457,395473957,1.0,exact01,Lb,22,
Corn And Grain — Other Kinds Of Corn And Grain,1877,22693787,0,0.0,nodata,62761057,0,0.0,nodata,Cwt,0,
Wheat,1895,22531176,0,0.0,nodata,81749955,0,0.0,nodata,Cwt,0,
Corn And Grain — Wheat,1889,22510502,23118931,1.027,within5,58551887,59493976,1.0161,within5,Cwt,22,
Wool — Sheep Or Lambs',1886,22388028,41490432,1.8532,over,592544221,1092553784,1.8438,over,Lb,33,
Wheat,1899,22281219,0,0.0,nodata,66636078,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1891,22121212,0,0.0,nodata,67627687,0,0.0,nodata,Cwt,0,
Corn And Grain — Wheat,1868,22069353,0,0.0,nodata,32639768,0,0.0,nodata,Cwt,0,
Corn And Grain — Wheat,1888,21995974,22997778,1.0455,within5,57261363,59529051,1.0396,within5,Cwt,25,
Wool — Sheep Or Lambs',1900,21836291,0,0.0,nodata,553154732,0,0.0,nodata,Lb,0,
Wheat,1896,21678989,0,0.0,nodata,70025980,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1877,21381441,21393273,1.0006,exact01,16620944,16619954,0.9999,exact01,Cwt,33,
Corn And Grain — Wheat,1887,21337918,21337888,1.0,exact01,55802518,55799518,0.9999,exact01,Cwt,24,
Corn And Grain — Other Kinds Of Corn And Grain,1896,21320104,0,0.0,nodata,99077055,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1878,21305074,0,0.0,nodata,72689753,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1892,21214014,0,0.0,nodata,72957418,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1894,21190169,0,0.0,nodata,90262278,0,0.0,nodata,Cwt,0,
Wheat,1893,21070028,0,0.0,nodata,65461988,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1885,20952520,39282156,1.8748,over,501130837,931525539,1.8588,over,Lb,31,
Corn And Grain — Other Kinds Of Corn And Grain,1872,20938366,0,0.0,nodata,55637572,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1882,20936039,20876039,0.9971,within5,19839225,19839225,1.0,exact01,Cwt,26,
Corn And Grain — Other Kinds Of Corn And Grain,1879,20868455,0,0.0,nodata,65725026,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1875,20645058,0,0.0,nodata,49426024,0,0.0,nodata,Cwt,0,
"Wool — Goats' Wool, Mohair",1898,20611560,1866321,0.0905,under,20611569,0,0.0,nodata,Lb,10,
Corn And Grain — Other Kinds Of Corn And Grain,1890,20561202,0,0.0,nodata,78710478,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1874,20558584,25540531,1.2423,over,340288030,336995628,0.9903,within5,Lb,25,
"Sugar — Unrefined, Total",1883,20473237,20473204,1.0,exact01,20366627,20366627,1.0,exact01,Cwt,35,
"Sugar — Unrefined, Total",1881,20251865,20267234,1.0008,exact01,18651383,18651383,1.0,exact01,Cwt,26,
Corn And Grain — Other Kinds Of Corn And Grain,1874,20080122,0,0.0,nodata,45141024,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1893,20062268,0,0.0,nodata,76784942,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1881,19974302,0,0.0,nodata,57890874,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1889,19904626,0,0.0,nodata,75583207,0,0.0,nodata,Cwt,0,
Corn And Grain — Wheat,1884,19901794,19907294,1.0003,exact01,47306156,47306856,1.0,exact01,Cwt,20,
For Weaving,1899,19608143,0,0.0,nodata,33692,0,0.0,nodata,Lb,0,
Corn And Grain — Other Kinds Of Corn And Grain,1888,19539961,0,0.0,nodata,72328364,0,0.0,nodata,Cwt,0,
Corn And Grain — Wheat,1869,19515758,0,0.0,nodata,37695828,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1885,19166457,0,0.0,nodata,65913827,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1895,19089138,0,0.0,nodata,80735906,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1873,18983876,18981874,0.9999,exact01,313496742,313493742,1.0,exact01,Lb,25,
Wheat,1894,18760505,0,0.0,nodata,70126232,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1882,18458448,0,0.0,nodata,52054931,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1880,18457963,18470851,1.0007,exact01,17001613,17001613,1.0,exact01,Cwt,27,
"Sugar — Unrefined, Total",1872,18044898,35271,0.002,under,13776696,1385,0.0001,under,Cwt,2,
Wool — Sheep Or Lambs',1872,18001511,17370579,0.965,within5,302500925,291090994,0.9623,within5,Lb,22,
"Sugar — Unrefined, Total",1879,17929283,17939794,1.0006,exact01,17734223,17734223,1.0,exact01,Cwt,28,
Corn And Grain — Wheat,1886,17909630,17909330,1.0,exact01,47435806,47435806,1.0,exact01,Cwt,20,
"Wood And Timber — Sawn Or Split, Planed Or Dressed, Fir",1900,17856360,0,0.0,nodata,6401636,0,0.0,nodata,Load,0,
Corn And Grain — Other Kinds Of Corn And Grain,1884,17629044,0,0.0,nodata,56400323,0,0.0,nodata,Cwt,0,
Butter,1900,17450435,0,0.0,nodata,3378516,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1871,17442906,0,0.0,nodata,319385049,0,0.0,nodata,Lb,0,
Raw,1889,17298770,0,0.0,nodata,17298770,0,0.0,nodata,Lb,0,
Corn And Grain — Other Kinds Of Corn And Grain,1873,17286779,0,0.0,nodata,44244331,0,0.0,nodata,Cwt,0,
Butter,1899,17213516,20265515,1.1773,over,3389851,3765536,1.1108,over,Cwt,21,
"Sugar — Unrefined, Total",1875,17210137,17219933,1.0006,exact01,16264711,16261711,0.9998,exact01,Cwt,26,
Corn And Grain — Other Kinds Of Corn And Grain,1886,17183251,0,0.0,nodata,63467970,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1873,17066026,17044409,0.9987,within5,14243328,14210659,0.9977,within5,Cwt,24,
Corn And Grain — Other Kinds Of Corn And Grain,1887,16652966,0,0.0,nodata,66201191,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1876,16333811,16347850,1.0009,exact01,15612214,15582214,0.9981,within5,Cwt,25,
Corn And Grain — Wheat,1870,16264027,0,0.0,nodata,30901229,0,0.0,nodata,Cwt,0,
Sawn — Fir,1897,16115306,0,0.0,nodata,6843368,0,0.0,nodata,Load,0,
"Sugar — Unrefined, Total",1878,16015625,16015624,1.0,exact01,14916381,14918381,1.0001,exact01,Cwt,26,
Raw,1890,16013350,0,0.0,nodata,1961281,0,0.0,nodata,Lb,0,
Butter,1898,15961783,17076532,1.0698,over,3209153,3446377,1.0739,over,Cwt,22,
Butter,1897,15916917,16734012,1.0513,over,3217802,3381877,1.051,over,Cwt,21,
Corn And Grain — Other Kinds Of Corn And Grain,1871,15854266,0,0.0,nodata,40570857,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1874,15837617,31041,0.002,under,14130041,929,0.0001,under,Cwt,2,
"Wood And Timber — Sawn Or Split, Planed Or Dressed, Fir",1899,15602637,14587636,0.9349,under,6459972,6065440,0.9389,under,Load,19,
Wool — Sheep Or Lambs',1870,15357619,0,0.0,nodata,259361963,0,0.0,nodata,Lb,0,
Butter,1896,15344364,16442886,1.0716,over,3037718,3258219,1.0726,over,Cwt,22,
"Manufactures, Of All Sorts",1895,15237298,0,0.0,nodata,15237298,0,0.0,nodata,Value,0,
"Sugar — Unrefined, Total",1871,15220474,0,0.0,nodata,12126508,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1884,15219850,15216820,0.9998,exact01,19622679,19619679,0.9998,exact01,Cwt,31,
Silk Manufactures — Of Countries In Europe,1870,15098327,0,0.0,nodata,15098327,0,0.0,nodata,Value,0,
"Wool — Goats' Wool, Mohair",1896,14986979,1153645,0.077,under,14986979,0,0.0,nodata,Lb,12,
Wool — Sheep Or Lambs',1868,14873623,0,0.0,nodata,250928854,0,0.0,nodata,Lb,0,
"Wood And Timber — Sawn Or Split, Planed Or Dressed, Fir",1898,14572561,13575758,0.9316,under,6204787,5781207,0.9317,under,Load,20,
Woollen Yarn,1884,14522476,0,0.0,nodata,14522476,0,0.0,nodata,Lb,0,
Corn And Grain — Other Kinds Of Corn And Grain,1870,14502085,0,0.0,nodata,38364680,0,0.0,nodata,Cwt,0,
Corn And Grain — Other Kinds Of Corn And Grain,1868,14495216,0,0.0,nodata,31211670,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1870,14440502,0,0.0,nodata,12798631,0,0.0,nodata,Cwt,0,
Wool — Sheep Or Lambs',1869,14299237,0,0.0,nodata,255161344,0,0.0,nodata,Lb,0,
Butter,1895,14245230,15674865,1.1004,over,2825662,3139349,1.111,over,Cwt,23,
Corn And Grain — Other Kinds Of Corn And Grain,1869,14032123,0,0.0,nodata,36802762,0,0.0,nodata,Cwt,0,
Tea,1875,13766961,13766961,1.0,exact01,197505316,197505316,1.0,exact01,Lb,9,
"Sugar — Unrefined, Total",1889,13614519,13614519,1.0,exact01,17550147,17550147,1.0,exact01,Cwt,34,
"Sugar — Unrefined, Total",1869,13540917,0,0.0,nodata,11033653,0,0.0,nodata,Cwt,0,
"Sugar — Unrefined, Total",1885,13486640,13483640,0.9998,exact01,19416559,19366556,0.9974,within5,Cwt,31,
Butter,1894,13456699,14892702,1.1067,over,2574835,2866932,1.1134,over,Cwt,21,
"Sugar — Unrefined, Total",1868,13339758,0,0.0,nodata,11796161,0,0.0,nodata,Cwt,0,
Silk — Manufactures,1880,13324935,0,0.0,nodata,13324935,0,0.0,nodata,Value,0,
Wood And Timber — Sawn Or Split,1877,13178172,0,0.0,nodata,4583451,0,0.0,nodata,Load,0,
Wood And Timber — Sawn Or Split,1889,13143881,0,0.0,nodata,5319326,0,0.0,nodata,Load,0,
Tea,1878,13048787,13048787,1.0,exact01,204872899,204872899,1.0,exact01,Lb,7,
Tea,1872,12933143,12922361,0.9992,exact01,184927148,184778637,0.9992,exact01,Lb,12,
Sawn — Fir,1896,12926526,0,0.0,nodata,5877449,0,0.0,nodata,Load,0,
Silk — Manufactures,1879,12841918,0,0.0,nodata,12841018,0,0.0,nodata,Value,0,
Silk — Manufactures,1878,12755988,0,0.0,nodata,12755968,0,0.0,nodata,Value,0,
Butter,1893,12753593,13633745,1.069,over,2327474,2499036,1.0737,over,Cwt,23,
"Manufactures, Of All Sorts",1894,12749032,0,0.0,nodata,12749032,0,0.0,nodata,Value,0,
Tea,1876,12697204,12697204,1.0,exact01,185536371,185536371,1.0,exact01,Lb,9,
Silk Manufactures — Of Countries In Europe,1877,12631822,0,0.0,nodata,12631822,0,0.0,nodata,Value,0,
Butter,1884,12543455,12707678,1.0131,within5,2475436,2475436,1.0,exact01,Cwt,20,
Silk Manufactures — Of Countries In Europe,1878,12531201,0,0.0,nodata,12531201,0,0.0,nodata,Value,0,
Silk Manufactures — Of Countries In Europe,1879,12511174,0,0.0,nodata,12511174,0,0.0,nodata,Value,0,
Wood And Timber — Sawn Or Split,1874,12508653,0,0.0,nodata,3841011,0,0.0,nodata,Load,0,
Tea,1877,12480740,12480740,1.0,exact01,187515284,187515284,1.0,exact01,Lb,7,
Tea,1868,12431454,0,0.0,nodata,154815863,0,0.0,nodata,Lb,0,
Corn And Grain — Wheat Meal Or Flour,1883,12344778,16459147,1.3333,over,16329312,21369849,1.3087,over,Cwt,15,
Maize Or Indian Corn,1900,12327859,0,0.0,nodata,54151570,0,0.0,nodata,Cwt,0,
Wheatmeal And Flour,1892,12267453,0,0.0,nodata,22106009,0,0.0,nodata,Cwt,0,
Butter,1880,12141034,12111034,0.9975,within5,2326305,2326305,1.0,exact01,Cwt,13,
Silk Manufactures — Of Countries In Europe,1875,12018332,0,0.0,nodata,12018332,0,0.0,nodata,Value,0,
Butter,1892,11965190,12444719,1.0401,within5,2183009,2270529,1.0401,within5,Cwt,19,
Wood And Timber — Sawn Or Split,1894,11899533,0,0.0,nodata,5446487,0,0.0,nodata,Load,0,
Silk Manufactures — Of Countries In Europe,1869,11794760,0,0.0,nodata,11794760,0,0.0,nodata,Value,0,
Bacon,1900,11773969,0,0.0,nodata,5641238,0,0.0,nodata,Cwt,0,
Butter,1883,11773933,11967532,1.0164,within5,2334473,2361838,1.0117,within5,Cwt,20,
Silk Manufactures — Of Countries In Europe,1874,11742066,0,0.0,nodata,11742066,0,0.0,nodata,Value,0,
"Manufactures, Of All Sorts",1893,11728406,0,0.0,nodata,11728406,0,0.0,nodata,Value,0,
Silk — Manufactures,1881,11727397,0,0.0,nodata,11727397,0,0.0,nodata,Value,0,
Tea,1871,11635644,0,0.0,nodata,169898303,0,0.0,nodata,Lb,0,
Tea,1880,11613398,11613408,1.0,exact01,206971570,206941540,0.9999,exact01,Lb,10,
Butter,1891,11591183,11862063,1.0234,within5,2135607,2187025,1.0241,within5,Cwt,19,
Butter,1885,11563508,11581990,1.0016,within5,2401373,2404455,1.0013,within5,Cwt,18,
Silk Manufactures — Of Countries In Europe,1876,11555409,0,0.0,nodata,11555409,0,0.0,nodata,Value,0,
Wheatmeal And Flour,1898,11545443,11511451,0.9971,within5,21017109,20691419,0.9845,within5,Cwt,18,
Tea,1883,11542931,11542931,1.0,exact01,222262431,222262431,1.0,exact01,Lb,17,
Wood And Timber — Sawn Or Split,1876,11539805,0,0.0,nodata,4118192,0,0.0,nodata,Load,0,
Sawn — Fir,1894,11537617,0,0.0,nodata,5314788,0,0.0,nodata,Load,0,
Tea,1874,11532896,11532896,1.0,exact01,162782810,162905675,1.0008,exact01,Lb,11,
"Sugar — Unrefined, Total",1893,11459344,14983808,1.3076,over,16032113,20453019,1.2758,over,Cwt,47,
"Manufactures, Of All Sorts",1892,11412263,0,0.0,nodata,11412263,0,0.0,nodata,Value,0,
Tea,1873,11372595,11372595,1.0,exact01,163765269,163765269,1.0,exact01,Lb,11,
Bacon And Hams — Bacon,1893,11370067,8480807,0.7459,under,4187298,3195035,0.763,under,Cwt,10,
Butter,1882,11350909,11549877,1.0175,within5,2169717,2197490,1.0128,within5,Cwt,18,
Tea,1886,11317418,11317398,1.0,exact01,230669292,230669292,1.0,exact01,Lb,16,
Maize Or Indian Corn,1898,11282310,11281410,0.9999,exact01,57169292,57163292,0.9999,exact01,Cwt,12,
Tea,1879,11262593,11262593,1.0,exact01,184076472,184076472,1.0,exact01,Lb,9,
Tea,1881,11208601,11208601,1.0,exact01,209801522,209801522,1.0,exact01,Lb,7,
"Manufactures, Of All Sorts",1891,11179588,0,0.0,nodata,11179588,0,0.0,nodata,Value,0,
Silk — Manufactures,1882,11174573,0,0.0,nodata,11174573,0,0.0,nodata,Value,0,
Wood And Timber — Sawn Or Split,1892,11171920,0,0.0,nodata,5090798,0,0.0,nodata,Load,0,
Wood And Timber — Sawn Or Split,1890,11093179,0,0.0,nodata,4778676,0,0.0,nodata,Load,0,
Tea,1882,11043884,11043884,1.0,exact01,210663133,210663133,1.0,exact01,Lb,9,
Bacon And Hams — Bacon,1880,10985642,8781151,0.7993,under,5334648,4384082,0.8218,under,Cwt,5,
Silk — Manufactures,1884,10984073,0,0.0,nodata,10984073,0,0.0,nodata,Value,0,
"Sugar — Unrefined, Total",1887,10954512,11054512,1.0091,within5,18010366,18010366,1.0,exact01,Cwt,29,
Bacon And Hams — Bacon,1892,10893833,7934595,0.7284,under,5134510,3882824,0.7562,under,Cwt,13,
Butter,1881,10866151,10866151,1.0,exact01,2047341,2052341,1.0024,within5,Cwt,13,
Bacon And Hams — Bacon,1894,10855715,8088912,0.7451,under,4819388,3691152,0.7659,under,Cwt,10,
Wood And Timber — Sawn Or Split,1882,10839205,0,0.0,nodata,4198311,0,0.0,nodata,Load,0,
Sugar — Refined : Total Of,1894,10824353,10826599,1.0002,exact01,13944792,13947744,1.0002,exact01,Cwt,11,
Bacon And Hams — Bacon,1895,10823997,7932892,0.7329,under,5352936,4065797,0.7595,under,Cwt,12,
Silk Manufactures — Of Countries In Europe,1868,10795452,0,0.0,nodata,10795452,0,0.0,nodata,Value,0,
Tea,1891,10733140,10713240,0.9981,within5,240779331,240779381,1.0,exact01,Lb,22,
Bacon And Hams — Bacon,1881,10729945,8887561,0.8283,under,4627484,3876053,0.8376,under,Cwt,5,
"Sugar — Unrefined, Total",1892,10706909,10800227,1.0087,within5,16295647,16437320,1.0087,within5,Cwt,35,
Wheatmeal And Flour,1899,10700980,10650821,0.9953,within5,22945708,22045879,0.9608,within5,Cwt,20,
Wood And Timber — Sawn Or Split,1895,10695916,0,0.0,nodata,5061986,0,0.0,nodata,Load,0,
Tea,1900,10686910,0,0.0,nodata,298900200,0,0.0,nodata,Lb,0,
Corn And Grain — Wheat Meal Or Flour,1882,10662439,10662439,1.0,exact01,13057403,13057403,1.0,exact01,Cwt,11,
Tea,1885,10656990,10626990,0.9972,within5,212143820,212110190,0.9998,exact01,Lb,16,
Wood And Timber — Sawn Or Split,1880,10645948,0,0.0,nodata,4116749,0,0.0,nodata,Load,0,
Tea,1899,10620007,10583837,0.9966,within5,288922251,279021696,0.9657,within5,Lb,22,
Sugar — Refined : Total Of,1893,10603091,10601209,0.9998,exact01,11550540,11548499,0.9998,exact01,Cwt,10,
Butter,1890,10593818,10598848,1.0005,exact01,2027717,2027717,1.0,exact01,Cwt,15,
Wood And Timber — Sawn Or Split,1873,10565310,271722,0.0257,under,3434160,0,0.0,nodata,Load,5,
Tea,1896,10562773,19621144,1.8576,over,265394122,555918572,2.0947,over,Lb,38,
"Sugar — Unrefined, Total",1886,10541149,10595045,1.0051,within5,16133661,16198103,1.004,within5,Cwt,34,
Silk — Manufactures,1883,10523920,0,0.0,nodata,11554462,0,0.0,nodata,Value,0,
"Animals, Living — Bulls, Oxen, Cows, And Calves",1890,10505525,0,0.0,nodata,642596,0,0.0,nodata,Number,0,
"Sugar — Unrefined, Total",1891,10502580,10504851,1.0002,exact01,16202458,15906849,0.9818,within5,Cwt,28,
Tea,1884,10491953,10494953,1.0003,exact01,213877759,213874759,1.0,exact01,Lb,13,
Wood And Timber — Sawn Or Split,1883,10411130,0,0.0,nodata,4315622,0,0.0,nodata,Load,0,
Tea,1897,10405084,10443247,1.0037,within5,266800411,267308112,1.0019,within5,Lb,23,
Bacon,1899,10399602,10399299,1.0,exact01,5804583,5804553,1.0,exact01,Cwt,9,
Butter,1879,10379451,10379451,1.0,exact01,2045399,2045399,1.0,exact01,Cwt,13,
Oxen And Bulls,1897,10375192,10375195,1.0,exact01,613690,613004,0.9989,within5,Number,5,
"Sugar — Other Sorts, Including Candy",1900,10353564,0,0.0,nodata,16369310,0,0.0,nodata,Cwt,0,
Tea,1898,10335643,10379229,1.0042,within5,271593683,272739830,1.0042,within5,Lb,23,
Bacon,1898,10321674,10251674,0.9932,within5,5711322,5681322,0.9947,within5,Cwt,8,
Tea,1869,10311465,0,0.0,nodata,139223298,0,0.0,nodata,Lb,0,
Sawn — Fir,1895,10305483,0,0.0,nodata,4926426,0,0.0,nodata,Load,0,
Silk — Manufactures,1885,10268690,0,0.0,nodata,10268690,0,0.0,nodata,Value,0,
Wood And Timber — Sawn Or Split,1893,10265942,0,0.0,nodata,4761717,0,0.0,nodata,Load,0,
Butter,1889,10244636,10244636,1.0,exact01,1927842,1927892,1.0,exact01,Cwt,15,
Tea,1895,10242999,10292205,1.0048,within5,255360128,256360106,1.0039,within5,Lb,23,
Corn And Grain — Wheat Meal Or Flour,1891,10184887,10271175,1.0085,within5,16723003,16871140,1.0089,within5,Cwt,17,
Corn And Grain — Wheat Meal Or Flour,1884,10163783,10163783,1.0,exact01,15095301,15095301,1.0,exact01,Cwt,11,
Tea,1893,10124810,9886021,0.9764,within5,249546451,352953524,1.4144,over,Lb,21,
Wheatmeal And Flour,1900,10102548,0,0.0,nodata,21548131,0,0.0,nodata,Cwt,0,
Tea,1870,10097619,0,0.0,nodata,141020767,0,0.0,nodata,Lb,0,
Tea,1892,10047354,10047354,1.0,exact01,239445467,239415467,0.9999,exact01,Lb,20,
Bacon And Hams — Bacon,1883,10036326,8202207,0.8173,under,3695992,3060036,0.8279,under,Cwt,10,
Sugar — Refined : Total Of,1896,10035267,10035955,1.0001,exact01,14776929,14777753,1.0001,exact01,Cwt,11,
Corn And Grain — Wheat Meal Or Flour,1887,10027884,9425542,0.9399,under,18063234,16928676,0.9372,under,Cwt,14,
Tea,1889,9987967,16446373,1.6466,over,222147661,355737671,1.6014,over,Lb,20,
Butter,1878,9954053,9954123,1.0,exact01,1796517,1796517,1.0,exact01,Cwt,11,
"Sugar — Unrefined, Total",1890,9935097,9935097,1.0,exact01,15717476,15717546,1.0,exact01,Cwt,30,
Tea,1890,9919666,9919666,1.0,exact01,223494511,223494511,1.0,exact01,Lb,17,
Bacon And Hams — Bacon,1890,9847176,6979387,0.7088,under,5000016,3790787,0.7582,under,Cwt,10,
Bacon And Hams — Bacon,1889,9795292,7289581,0.7442,under,4484108,3504209,0.7815,under,Cwt,11,
Wool — Manufactures,1889,9784068,0,0.0,nodata,9784068,0,0.0,nodata,Value,0,
Tea,1887,9782998,9781477,0.9998,exact01,221841490,221808159,0.9998,exact01,Lb,18,
Silk Manufactures — Of Countries In Europe,1873,9780489,0,0.0,nodata,9780489,0,0.0,nodata,Value,0,
Tea,1894,9764652,8851920,0.9065,under,244310500,344380082,1.4096,over,Lb,24,
Wheatmeal And Flour,1893,9761510,0,0.0,nodata,20408168,0,0.0,nodata,Cwt,0,
Butter,1876,9718226,9718226,1.0,exact01,1659492,1659492,1.0,exact01,Cwt,10,
Wool — Manufactures,1891,9669179,0,0.0,nodata,9669179,0,0.0,nodata,Value,0,
Corn And Grain — Wheat Meal Or Flour,1885,9650445,12235219,1.2678,over,15832843,19518181,1.2328,over,Cwt,12,
Wheatmeal And Flour,1897,9599656,9562329,0.9961,within5,18680669,18038879,0.9656,within5,Cwt,14,
Wood And Timber — Sawn Or Split,1885,9598001,0,0.0,nodata,4235508,0,0.0,nodata,Load,0,
Sawn — Fir,1893,9558983,0,0.0,nodata,4610994,0,0.0,nodata,Load,0,
Butter,1877,9543332,9543332,1.0,exact01,1637403,1637403,1.0,exact01,Cwt,11,
Corn And Grain — Wheat Meal Or Flour,1888,9530746,9530746,1.0,exact01,16910442,16910442,1.0,exact01,Cwt,13,
Bacon And Hams — Bacon,1891,9441761,6652717,0.7046,under,4715012,3510755,0.7446,under,Cwt,12,
Maize Or Indian Corn,1896,9422539,9423882,1.0001,exact01,51772100,51778400,1.0001,exact01,Cwt,13,
"Sugar — Other Sorts, Including Candy",1899,9417738,9417808,1.0,exact01,15179974,15181144,1.0001,exact01,Cwt,13,
Sugar — Refined : Total Of,1895,9409538,9409587,1.0,exact01,14145143,13745173,0.9717,within5,Cwt,12,
Wood And Timber — Sawn Or Split,1891,9384916,0,0.0,nodata,4379060,0,0.0,nodata,Load,0,
