year,commodity,country_raw,country_norm,to_location,quantity,unit,value,currency,series,note,is_world,world_rank,value_is_zero,sheet,src_row
1888,Tallow and Stearine,Australasia,australasia,United Kingdom,550443.0,CWTS (Hundredweights),654637.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100270
1888,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,2713.0,CWTS (Hundredweights),3110.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100271
1888,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,3687.0,CWTS (Hundredweights),4902.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100272
1888,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,1326.0,CWTS (Hundredweights),1844.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100273
1889,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,115933.0,CWTS (Hundredweights),165035.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100274
1889,Tallow and Stearine,France,france,United Kingdom,73549.0,CWTS (Hundredweights),111481.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100275
1889,Tallow and Stearine,Holland,holland,United Kingdom,12070.0,CWTS (Hundredweights),21756.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100276
1889,Tallow and Stearine,World,world,United Kingdom,1244031.0,CWTS (Hundredweights),1645801.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100277
1889,Tallow and Stearine,British North America,british north america,United Kingdom,10879.0,CWTS (Hundredweights),17555.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100278
1889,Tallow and Stearine,Belgium,belgium,United Kingdom,28509.0,CWTS (Hundredweights),45967.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100279
1889,Tallow and Stearine,Uruguay,uruguay,United Kingdom,100968.0,CWTS (Hundredweights),130881.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100280
1889,Tallow and Stearine,Russia,russia,United Kingdom,6618.0,CWTS (Hundredweights),11481.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100281
1889,Tallow and Stearine,British Possessions in South Africa ,british possessions in south africa,United Kingdom,387.0,CWTS (Hundredweights),445.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100282
1889,Tallow and Stearine,United States of America,united states of america,United Kingdom,420880.0,CWTS (Hundredweights),535958.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100283
1889,Tallow and Stearine,Germany,germany,United Kingdom,20772.0,CWTS (Hundredweights),23176.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100284
1889,Tallow and Stearine,British East Indies,british east indies,United Kingdom,7223.0,CWTS (Hundredweights),11446.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100285
1889,Tallow and Stearine,Australasia,australasia,United Kingdom,431169.0,CWTS (Hundredweights),551072.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100286
1889,Tallow and Stearine,United States of Colombia,united states of colombia,United Kingdom,6600.0,CWTS (Hundredweights),8740.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100287
1889,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,1532.0,CWTS (Hundredweights),1682.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100288
1889,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,5052.0,CWTS (Hundredweights),6556.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100289
1889,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,1890.0,CWTS (Hundredweights),2570.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100290
1890,Tallow and Stearine,World,world,London,663777.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,1,1,Tallow (raw),100291
1890,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,40289.0,CWTS (Hundredweights),54688.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100292
1890,Tallow and Stearine,France,france,United Kingdom,36947.0,CWTS (Hundredweights),53703.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100293
1890,Tallow and Stearine,Holland,holland,United Kingdom,12619.0,CWTS (Hundredweights),20156.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100294
1890,Tallow and Stearine,World,world,United Kingdom,1383593.0,CWTS (Hundredweights),1725255.0,British Pound,HCPP_Annual Statement of Trade,,1,2,0,Tallow (raw),100295
1890,Tallow and Stearine,British North America,british north america,United Kingdom,3172.0,CWTS (Hundredweights),4868.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100296
1890,Tallow and Stearine,Belgium,belgium,United Kingdom,26094.0,CWTS (Hundredweights),43621.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100297
1890,Tallow and Stearine,Uruguay,uruguay,United Kingdom,12712.0,CWTS (Hundredweights),15975.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100298
1890,Tallow and Stearine,Russia,russia,United Kingdom,5766.0,CWTS (Hundredweights),9971.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100299
1890,Tallow and Stearine,United States of America,united states of america,United Kingdom,588221.0,CWTS (Hundredweights),717383.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100300
1890,Tallow and Stearine,Germany,germany,United Kingdom,44373.0,CWTS (Hundredweights),55619.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100301
1890,Tallow and Stearine,Mexico,mexico,United Kingdom,5630.0,CWTS (Hundredweights),7240.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100302
1890,Tallow and Stearine,British East Indies,british east indies,United Kingdom,8822.0,CWTS (Hundredweights),11276.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100303
1890,Tallow and Stearine,Australasia,australasia,United Kingdom,591387.0,CWTS (Hundredweights),720833.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100304
1890,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,1012.0,CWTS (Hundredweights),1204.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100305
1890,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,3522.0,CWTS (Hundredweights),5380.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100306
1890,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,2019.0,CWTS (Hundredweights),2271.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100307
1890,Tallow and Stearine,Bermudas,bermudas,United Kingdom,1008.0,CWTS (Hundredweights),1067.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100308
1890,Tallow and Stearine,World,world,Liverpool,508317.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,3,1,Tallow (raw),100309
1891,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,65202.0,CWTS (Hundredweights),92160.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100310
1891,Tallow and Stearine,France,france,United Kingdom,37526.0,CWTS (Hundredweights),55863.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100311
1891,Tallow and Stearine,Holland,holland,United Kingdom,18088.0,CWTS (Hundredweights),30043.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100312
1891,Tallow and Stearine,New South Wales,new south wales,United Kingdom,242858.0,CWTS (Hundredweights),305831.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100313
1891,Tallow and Stearine,Queensland,queensland,United Kingdom,90279.0,CWTS (Hundredweights),113330.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100314
1891,Tallow and Stearine,World,world,United Kingdom,1371201.0,CWTS (Hundredweights),1772268.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100315
1891,Tallow and Stearine,British North America,british north america,United Kingdom,2799.0,CWTS (Hundredweights),3706.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100316
1891,Tallow and Stearine,Belgium,belgium,United Kingdom,38239.0,CWTS (Hundredweights),67033.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100317
1891,Tallow and Stearine,Uruguay,uruguay,United Kingdom,36636.0,CWTS (Hundredweights),57039.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100318
1891,Tallow and Stearine,Russia,russia,United Kingdom,4518.0,CWTS (Hundredweights),8588.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100319
1891,Tallow and Stearine,United States of America,united states of america,United Kingdom,490085.0,CWTS (Hundredweights),606598.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100320
1891,Tallow and Stearine,Germany,germany,United Kingdom,9481.0,CWTS (Hundredweights),11716.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100321
1891,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,107192.0,CWTS (Hundredweights),129267.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100322
1891,Tallow and Stearine,New Zealand,new zealand,United Kingdom,198557.0,CWTS (Hundredweights),254061.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100323
1891,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,581.0,CWTS (Hundredweights),679.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100324
1891,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,4892.0,CWTS (Hundredweights),6322.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100325
1891,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,711.0,CWTS (Hundredweights),864.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100326
1891,Tallow and Stearine,South Australia,south australia,United Kingdom,12567.0,CWTS (Hundredweights),15296.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100327
1891,Tallow and Stearine,Tasmania,tasmania,United Kingdom,1572.0,CWTS (Hundredweights),1959.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100328
1891,Tallow and Stearine,Straits Settlements,straits settlements,United Kingdom,9418.0,CWTS (Hundredweights),11913.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100329
1892,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,28762.0,CWTS (Hundredweights),38771.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100330
1892,Tallow and Stearine,France,france,United Kingdom,43994.0,CWTS (Hundredweights),69260.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100331
1892,Tallow and Stearine,Holland,holland,United Kingdom,11129.0,CWTS (Hundredweights),18684.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100332
1892,Tallow and Stearine,New South Wales,new south wales,United Kingdom,316265.0,CWTS (Hundredweights),394459.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100333
1892,Tallow and Stearine,Queensland,queensland,United Kingdom,116140.0,CWTS (Hundredweights),148705.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100334
1892,Tallow and Stearine,World,world,United Kingdom,1375679.0,CWTS (Hundredweights),1747968.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100335
1892,Tallow and Stearine,Belgium,belgium,United Kingdom,32201.0,CWTS (Hundredweights),30475.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100336
1892,Tallow and Stearine,Uruguay,uruguay,United Kingdom,22410.0,CWTS (Hundredweights),29369.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100337
1892,Tallow and Stearine,Russia,russia,United Kingdom,3052.0,CWTS (Hundredweights),6581.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100338
1892,Tallow and Stearine,Morocco ,morocco,United Kingdom,7520.0,CWTS (Hundredweights),9776.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100339
1892,Tallow and Stearine,United States of America,united states of america,United Kingdom,472182.0,CWTS (Hundredweights),582486.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100340
1892,Tallow and Stearine,Germany,germany,United Kingdom,8307.0,CWTS (Hundredweights),9226.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100341
1892,Tallow and Stearine,British East Indies,british east indies,United Kingdom,7055.0,CWTS (Hundredweights),9260.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100342
1892,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,128022.0,CWTS (Hundredweights),156415.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100343
1892,Tallow and Stearine,New Zealand,new zealand,United Kingdom,152099.0,CWTS (Hundredweights),191987.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100344
1892,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,1162.0,CWTS (Hundredweights),1356.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100345
1892,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,4629.0,CWTS (Hundredweights),5510.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100346
1892,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,551.0,CWTS (Hundredweights),853.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100347
1892,Tallow and Stearine,South Australia,south australia,United Kingdom,17822.0,CWTS (Hundredweights),21895.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100348
1892,Tallow and Stearine,Tasmania,tasmania,United Kingdom,2377.0,CWTS (Hundredweights),2898.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100349
1893,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,51618.0,CWTS (Hundredweights),80296.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100350
1893,Tallow and Stearine,Canada,canada,United Kingdom,1868.0,CWTS (Hundredweights),2511.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100351
1893,Tallow and Stearine,France,france,United Kingdom,32787.0,CWTS (Hundredweights),54913.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100352
1893,Tallow and Stearine,Holland,holland,United Kingdom,15267.0,CWTS (Hundredweights),27227.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100353
1893,Tallow and Stearine,New South Wales,new south wales,United Kingdom,566287.0,CWTS (Hundredweights),787283.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100354
1893,Tallow and Stearine,Queensland,queensland,United Kingdom,153700.0,CWTS (Hundredweights),215692.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100355
1893,Tallow and Stearine,World,world,United Kingdom,1559397.0,CWTS (Hundredweights),2161407.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100356
1893,Tallow and Stearine,Belgium,belgium,United Kingdom,35210.0,CWTS (Hundredweights),58040.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100357
1893,Tallow and Stearine,Uruguay,uruguay,United Kingdom,9310.0,CWTS (Hundredweights),13528.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100358
1893,Tallow and Stearine,Russia,russia,United Kingdom,2638.0,CWTS (Hundredweights),6022.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100359
1893,Tallow and Stearine,United States of America,united states of america,United Kingdom,312412.0,CWTS (Hundredweights),409050.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100360
1893,Tallow and Stearine,Germany,germany,United Kingdom,34493.0,CWTS (Hundredweights),29623.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100361
1893,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,148659.0,CWTS (Hundredweights),201664.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100362
1893,Tallow and Stearine,New Zealand,new zealand,United Kingdom,174725.0,CWTS (Hundredweights),246239.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100363
1893,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,1183.0,CWTS (Hundredweights),1673.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100364
1893,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,6069.0,CWTS (Hundredweights),9056.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100365
1893,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,1722.0,CWTS (Hundredweights),2469.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100366
1893,Tallow and Stearine,South Australia,south australia,United Kingdom,4505.0,CWTS (Hundredweights),6034.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100367
